喂喂你叫沈明明。让我报文我姓张。我姓泽泽二十二。好都在哪里呀。 喂喂你叫什么名。王保文啊你是我姓曾。我姓曾嗯是啊。啊住在哪里呀。
嗯总体来说唔我喜欢吃素食嗯。零食。唔我我喜喜欢。唔山楂梅子。 唔总体来说唔我喜欢吃素食嗯。零食。唔我喜欢吃。唔山楂梅子。
不过我媳妇我也唔提醒她吃水果。我喜欢吃苹果梨子香蕉葡萄。香蕉。那你喜欢喝醋吗。 不过我喜我也唔最喜欢吃水果。我喜欢吃苹果梨子香蕉葡萄。话梅。那你喜欢吃醋吗。
呃那你喜欢吃醋吗。那你你喜不喜欢喝醋。那那你和你女朋友自己。每天每次吃饭都买零食吗。 那你喜欢吃醋吗。你讲你喜欢吃酸的。那你和你女朋友出去。每天每次出去都买零食吗。
我想你和你女朋友。每次出去可买零食吃啊。嗯嗯。那你怎么不给她买少一点。 我讲你和你女朋友。每次出去可买零食吃啊。嗯嗯。那你怎么不给她买多一点。
你怕就是想要他不讲。照相。嗯我不想学。嗯对。 你看就是想要她不讲。照相。唔我不想学。嗯对。
嗯因为有人有人烧给我吃啊。嗯嗯。我知道说不告诉。我为什么要告诉你呢。 唔因为有人有人烧给我吃啊。呃嗯。不告诉不告诉。我为什么要告诉你呢。
但是我问你你哪约呀。嗯老爷。我我也是对呀。对呀一般是喜欢现在习惯了。 唉我问你你哪里人呀。嗯噢。噢我也是嗯。对呀一开始不习惯现在习惯了。
我现在现在最喜欢就吃怎样打磨。啊你爱。啊是我啊。你好。 不过我现在呃现在最喜欢就吃阜阳大馍。啊你还。啊是我。啊你好。
呃我们的聊天主题好。呃总体来讲大学生活是比较丰富的。给我们都留下了很深刻的印象我还比较喜欢。你对你印象最深刻是什么事情啊。 嗯我们的聊天主题是好。呃总体来讲大学生活是比较丰富的。给我们都留下了很深刻的印象我还是比较喜欢的。你最呃你印象最深刻是什么事情啊。
你在大学当中尽想给你印象最深刻的是什么事啊。唔唔过得比较丰富对吧。嗯嗯。那你考研的是唔我啊。 你在大学当中印印象给你印象最深刻的是什么事啊啊。嗯算过得比较丰富对吧。是吗呃。那你考研的时嗯我啊。
感觉那段时间也算是最丰富的吧因为那段那个时间总体来讲有很多事情要做。全自由心的去投入一件事情。我感觉如果一个人全身心的投入那件事件应该是最幸福的事情吧。你 感觉那段时间也算是最丰富的吧因为那段时间呃总体来讲有很多事情要做。唔全身心的去投入一件事情。我感觉如果一个人全身心的投入一件事情应该是最幸福的事情。你认为呢
本专业你能。啊我感觉。暑假时期复习的不太好因为暑假期没有学习气氛。总是一个人单独旅游就是跑过来跑过去没有回。 本专业你呢。我感觉。暑假时期复习得不太好因为暑假时期没有学习气氛。总是一个人跑过来跑过去没有好像。
不像同学集中在一起聊天的时候或者是呃不是跟聊天这学习呀。其中再一起学习那时候嘛因为你感觉唉有个有种气氛能够推动人的一种奋进的力量一个人的学习感觉好像。还有 不像同学集中在一起聊天的时候或者是呃不是聊天是学习啊。集中在一起学习的时候嘛如果你感觉唉有个有种气氛啊能够推动人的一种奋进的力量一个人的时候感觉好像。哎哟没
大勇。那就。就是对对对说我感觉还是嗯。嗯喂。 哎哟。啊对。就是对对对说到感觉还是唔。嗯喂。
嗯你你想送我学校。嗯嗯。那对。啊对。 嗯你你讲我听着。嗯嗯。哦对对。呃对。
嗯嗯。嗯对。我感觉是这样子好像不过。不过也不能讲太时尚因为现在也许是一种形式的发展嘛如果你走出去看了很多应聘。 呃对。呃对。哦我感觉是这样子好像不过。不过也不能讲算适当因为现在也许是一种形势的发展吧如果你走出去看到很多应聘。
比如说以前像我们工作毕竟是呃。也听过应聘了你看到好多正规的比较好像是比较大的公司啊他首先叫的就是。呃大学以上或者说有的大学文凭他都不要你呀所以。大概不是说 比如说以前像我们工作了毕竟是呃。也经过应聘了你看到好多正规的比较好像是比较大的公司啊他首先要的就是。呃大学以上或者是有的大学文凭他都不要你啊所以。大概是兴趣
也许嗯对吧。嗯对。对对。就是啊所以也许就是说面对现实吧也。 也许嗯对吧。嗯对。对对。就是啊所以也许是说面对现实吧也。
不过我觉得大学生我应该怎么讲应该还。唔举行一些其它的活动比如说可以出去锻炼自己的能力呀。或者是参与到社会实践当中的我觉这样的比较丰富一些哈。我不像。 不过我觉得大学生活应该怎么讲应该还。唔举行一些其他的活动比如说可以出去锻炼自己的能力呀。或者是参与到社会实践当中我觉得这样的比较丰富一些哈。不像啊。
对对对只要我们学校主要都。唔我们的学校只要是。毕竟还比较落后一点设备啊毕竟不提钱。 对对对对对对。啊对主要我们学校主要的。呃我们的学校主要是。毕竟还比较落后一点嘛设毕要毕竟不提前嘛。
而且处得。地方也不是很很繁华。所以信息量也比较少活动时间的各方面也比比较爽像我们整天像我我们是数学系。整天有一个功课比较重想出去好像也没有时间。 而且处得。地方也不是很繁华。所以信息量也比较少活动时间的各方面也比较少像我们整天像我们是数学系。整天也就是功课也比较重想出去好像也没有时间啊。
很多的约束对吧。你你你上大学的生活当中有参加什么活动吗。我好像是人。我觉得人活着我不应该老公。 很多的约束对吧。你已经你在大学的生活当中有参加什么活动吗。哦对对对。我觉得人不应该老。
别人对你怎么样的看法我觉得并不是特别的重要。关键是你自己对自己的那个看法。因为你送手还是为自己过来不是为别人来活的吗。对吧嗯。 呃别人对你怎么样的看法我觉得并不是特别的重要。关键是你自己对你自己的的看法。因为你生活还是为自己过的不是为别人而活着。对吧嗯。
嗯对对对。我现在好像各种现象好得多了。因为现代人思想得跟我们当年好像是不一样。他们好像比较自由活泼对吧想干什么顾虑性就很少了。 唉对对对对对就是。不过现在好像这种现象好得多了哦。因为现在人思想对跟我们当年好像是不一样。他们好像是比较自由啊活泼啊对吧想干什么顾虑性就很少啦。
我感觉事情好像就是中国开放以后好像是思想是大有改变。就是现在大学生好像跟我们以前是他不一样了。啊对现在是。嗯对有好多的。 我感觉自从好像就是中国开放以后好像是思想是大有改变。所以现在大学生好像跟我们以前是大不一样了。嗯对现在。嗯对现在好多。
对好多人追求个性好像是觉得他们认为的个性啊好像就是另类啊。因为没有给他们一种个性所以。嗯对对对。别的。 对好多人追求个性好像是觉得他们认为的个性好像就是另类呀。另类就成了一种个性样的。唉对对。对对。
然后对对对。然后我看对对呃对就是非常的传统的人。看电视就能看出来。不过感觉感觉他们有些太过于封闭。 呃对。哦我看对对对就是非常的传统那类。看电视就能看出来。不过感觉感觉他们有时候太过于封闭。
你不觉得女性地位就比中国的女性的地位要低吗。对吧。那这个那就更低了。看一次属于那种含蓄性的。 你不觉得女性地位就比中国的女性地位要低吗。对吧。嗯对那就更低了。看来你是属于那种含蓄型的啊。
嗯那我一定能。我觉得我在这一点跟你不一样我倒是觉得含蓄一点比较好。这含蓄有时候过于含蓄了。你不觉得吗。 哦那嗯嗯。我觉得我在这一点跟你不一样我倒是觉得直爽一点比较好。这含蓄我觉得中国有时候就过于含蓄了。你不觉得吗。
喂乔智慧吗。哦我是李婷啊。嗯今天你好。今天我们就来聊聊我们。 喂曹智慧吗。哦我是李其啊。唔今天嗯你好。今天我们就来聊聊我们。
曾经就读过的大学吧。我们那天都在那个阜阳师范学院读书对吧。呃我想问问你你喜欢这个我们曾经的学校吗我们呃曾经那个大学吗。呃然后。 唔曾经就读过的大学吧。我们以前都在那个阜阳师范学院读书对吧。我想问问你你你你比你喜欢就是我们曾经的学校吗我们曾经的大学吗。哦然后。
最深刻的我觉得应该是。唔到那个。大三下学期到大四上学期那段考研生活吧。觉得。 最深刻的我觉得应该是。唔到那个。大三下学期到大四上学期的那段考研生活吧。觉得。
对让人觉得感觉比较充实每天除了学习然后吃饭睡觉。就没有什么具体的事情不过感觉。挺充实的内心不是像其他的唔同学描述描述的那样感觉到空虚啊或者是无聊啊。我没有 对让人觉得感觉比较充实每天除了学习然后呃吃饭睡觉。就没有什么具体的事情不过感觉。挺充实的内心不是像其他的唔同学描述描述的那样感觉到空虚呀或者是无聊啊。我没有
